Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Identifier_DR,Item_Identifier_FD,Item_Identifier_NC,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Item_Outlet_Sales
5,0.053930934,14,189.853,7,19,1,1,0,0,1,0,0,0,1,0,1,0,1
13,0.153857402,3,76.3986,9,22,1,0,1,0,1,0,0,1,0,1,0,0,0
10.1,0.027041859,10,77.567,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
19.85,0.045855273,6,127.102,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
13.35,0.038340116,13,240.1564,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
14,0.175991929,5,140.7812,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
10.895,0.032427039,5,147.7102,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
17.5,0.053930934,13,253.0356,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
14.15,0.024404558,6,198.311,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
19.7,0.018021361,10,101.199,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
8.5,0.098283459,3,51.3324,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
15.2,0.021214364,8,48.2034,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
19.35,0.065890998,10,167.0816,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
19.85,0.026115595,9,49.0376,2,14,1,0,0,1,1,0,0,0,1,0,1,0,0
7.02,0.142107998,6,150.3734,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
17.25,0.053930934,5,37.5822,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
11.5,0.037646623,13,107.5254,7,19,1,0,1,0,0,1,0,0,1,0,1,0,0
7.97,0.053930934,14,173.7422,7,19,1,1,0,0,1,0,0,0,1,0,1,0,1
11.5,0.021020616,8,130.7942,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
17.75,0.014577412,6,160.7262,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
19.35,0.021453493,6,120.3098,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
15.6,0.088215871,13,220.1798,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
17.25,0.05869048,4,91.612,0,23,0,1,0,0,1,0,0,0,1,0,0,1,0
13.65,0.040049609,5,34.4558,2,14,1,0,1,0,1,0,0,0,1,0,1,0,0
16.75,0.126765903,8,35.7532,0,23,0,0,0,1,1,0,0,0,1,0,0,1,0
9.27,0.061775607,4,150.105,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
7.445,0.053930934,0,76.8354,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
18.6,0.01575657,13,153.1366,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
13.35,0.032180494,10,61.2194,8,24,1,0,1,0,1,0,0,0,1,1,0,0,0
13.35,0.113720344,0,89.9804,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
5.82,0.053930934,9,169.379,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
15.75,0.055015935,0,194.3452,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
7.97,0.036045991,12,107.5596,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
5.78,0.074135053,13,264.0568,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
17.35,0.014689006,5,74.5038,6,17,1,0,1,0,1,0,0,0,1,0,1,0,0
18.7,0.089197963,13,257.3672,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
12.1,0.148612263,6,104.528,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
5.59,0.056592115,13,65.0168,6,17,1,0,1,0,0,1,0,0,1,0,1,0,0
20.75,0.088828418,2,192.2478,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
19.35,0.062655235,0,163.3184,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
16.1,0.065183228,4,148.076,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
17.25,0.07325106,3,76.4986,2,14,1,0,1,0,1,0,0,0,1,0,1,0,0
7.02,0.049623924,4,83.225,5,36,3,1,0,0,1,0,0,1,0,0,0,1,1
18.7,0.026355345,0,127.102,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
12.85,0.033314389,13,171.6422,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
10,0.046043736,5,140.618,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
4.805,0.037852995,4,126.2704,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
9.3,0.042256257,7,124.4388,1,34,1,1,0,0,1,0,1,0,0,0,0,1,1
15.7,0.030672457,13,253.1724,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
16.35,0.032381325,10,166.1842,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
6.8,0.037315469,0,50.0034,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
12.5,0.071534226,15,124.902,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
19.5,0.082888496,3,178.6002,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
13.8,0.058220302,4,247.4802,7,19,1,1,0,0,1,0,0,0,1,0,1,0,1
21.1,0.010593469,9,234.2958,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
8.785,0.020693619,14,153.1656,2,14,1,1,0,0,1,0,0,0,1,0,1,0,1
9.6,0.051571772,13,258.462,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
17.75,0.030288215,4,256.7672,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
17.75,0.049634572,6,140.2838,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
17.7,0.016593506,6,46.9034,6,17,1,0,1,0,0,1,0,0,1,0,1,0,0
5.5,0.053930934,11,103.1016,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
15,0.058632705,13,46.4744,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
19.2,0.183686937,11,241.8196,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
19.1,0.092437711,11,185.2608,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
7.06,0.053930934,15,59.8904,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
8.43,0.017322454,14,196.8768,6,17,1,1,0,0,1,0,0,0,1,0,1,0,1
10,0.089135671,8,146.9102,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
12.3,0.009410528,0,73.738,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
15.1,0.053930934,6,63.7194,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
17.35,0.053930934,0,101.9016,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
5.485,0.042743728,8,166.2842,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
15.5,0.157246634,13,145.6418,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
9.3,0.042086652,7,122.4388,5,36,3,1,0,0,1,0,0,1,0,0,0,1,1
17.6,0.056019324,5,40.0454,5,36,3,0,1,0,1,0,0,1,0,0,0,1,0
16.1,0.063319379,4,180.9318,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
12.3,0.116261335,14,107.0938,0,23,0,1,0,0,1,0,0,0,1,0,0,1,0
17.6,0.049345425,13,115.4176,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
8.26,0.03447406,7,117.0834,7,19,1,1,0,0,1,0,0,0,1,0,1,0,1
8.76,0.050130529,8,128.3336,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
12.5,0.081119484,10,220.0798,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
17,0.126440335,9,125.2362,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
12.8,0.023511371,10,225.9404,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
17.2,0.056713056,6,223.8088,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
17.6,0.137807013,8,161.792,0,23,0,0,0,1,1,0,0,0,1,0,0,1,0
12.1,0.079419801,9,172.3106,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
10.8,0.048339408,0,41.5138,3,12,2,0,1,0,0,1,0,1,0,0,0,1,0
5.46,0.107662745,6,143.8786,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
15,0.16143544,3,185.1266,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
6.78,0.08573655,6,229.5694,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
16.7,0.022065676,4,110.5886,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
19.7,0.016202582,3,188.2556,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
15.6,0.037764269,13,124.9704,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
20.5,0.023274107,11,154.134,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
13.85,0.056432784,2,234.93,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
5.46,0.032177405,3,185.424,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
20.5,0.053930934,5,82.8592,6,17,1,0,1,0,0,1,0,0,1,0,1,0,0
9.3,0.028566433,0,193.0136,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
5.365,0.140213762,12,173.7764,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
7.315,0.01530184,13,154.434,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
12.15,0.042552418,3,123.5046,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
11.8,0.053930934,6,45.9402,5,36,3,0,1,0,1,0,0,1,0,0,0,1,0
9.6,0.014234595,13,190.2872,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
12.65,0.062837968,14,161.5578,1,34,1,1,0,0,1,0,1,0,0,0,0,1,1
11.6,0.076790922,5,172.1106,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
11.6,0.157075658,2,166.6474,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
11,0.053930934,8,40.348,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
8.5,0.097866209,3,51.1324,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
16.5,0.110888167,2,181.6292,0,23,0,0,1,0,0,1,0,0,1,0,0,1,1
16.2,0.08425957,9,192.3162,0,23,0,0,0,1,1,0,0,0,1,0,0,1,0
13,0.04188955,9,255.9014,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
20.25,0.148372897,8,108.8938,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
12.6,0.04179272,6,122.0072,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
10,0.073678663,8,120.944,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
12.1,0.040323731,6,180.0002,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
12.15,0.028592842,9,151.0708,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
16.7,0.062044506,13,57.4562,8,24,1,0,1,0,0,1,0,0,1,1,0,0,0
6.825,0.059846975,8,262.5226,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
20.25,0.076160451,4,196.2794,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
16.25,0.025776994,6,169.9474,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
20.75,0.129864461,12,240.188,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
6.985,0.13725257,10,183.7608,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
5.32,0.053930934,8,101.7674,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
19.35,0.027714371,8,65.6168,8,24,1,0,0,1,1,0,0,0,1,1,0,0,0
6.325,0.053930934,5,100.7042,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
7.485,0.06911065,13,109.0228,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
13.65,0.18454121,3,211.5902,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
17.7,0.019438042,5,95.541,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
19.2,0.053930934,6,182.095,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
7.51,0.104400238,13,113.5544,2,14,1,0,1,0,1,0,0,0,1,0,1,0,0
16.35,0.034813556,9,128.402,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
10.5,0.052852621,5,88.783,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
10.395,0.053930934,0,51.4008,3,12,2,0,1,0,0,1,0,1,0,0,0,1,0
20.6,0.030634813,4,212.9244,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
7.445,0.037690731,0,73.3354,9,22,1,0,1,0,1,0,0,1,0,1,0,0,0
11.1,0.018632082,3,82.9908,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
9.6,0.022274264,1,101.699,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
8.895,0.053930934,4,42.0138,3,12,2,1,0,0,1,0,0,1,0,0,0,1,0
20.5,0.053930934,9,37.119,3,12,2,0,0,1,1,0,0,1,0,0,0,1,0
18.85,0.052044976,8,192.1846,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
21.25,0.113833823,8,232.83,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
17.7,0.173529036,6,113.2834,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
14.85,0.009979271,13,155.763,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
5.34,0.005963881,13,99.5358,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
21,0.049505857,13,195.3478,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
16.2,0.050545502,9,191.6162,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
20.7,0.053930934,0,98.7042,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
12.85,0.16871476,5,47.306,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
17.75,0.128532558,12,34.2216,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
8.155,0.119428052,10,190.853,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
11.5,0.170254469,13,124.8704,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
20.2,0.065612808,9,62.351,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
5.48,0.015108194,5,83.725,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
20.2,0.124261614,9,93.6462,0,23,0,0,0,1,1,0,0,0,1,0,0,1,0
17.7,0.122123201,10,100.7674,7,19,1,0,1,0,0,1,0,0,1,0,1,0,0
5.325,0.23212188,4,55.5298,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
19.7,0.053439522,6,55.093,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
12.8,0.076045655,6,96.541,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
11.65,0.130867413,0,150.8024,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
17.6,0.047524635,13,118.2782,2,14,1,0,1,0,0,1,0,0,1,0,1,0,0
9.6,0.006692529,9,164.9184,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
20,0.034363029,0,43.5086,6,17,1,0,1,0,1,0,0,0,1,0,1,0,0
17.85,0.04453262,13,127.202,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
16.5,0.093846532,0,95.7068,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
17.6,0.008046275,4,173.7422,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
9.195,0.122802943,6,100.1016,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
11.5,0.053930934,6,128.4652,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
18.6,0.080111611,8,94.6436,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
18.85,0.067624438,4,120.944,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
8.155,0.119692888,10,188.453,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
6.96,0.077508015,14,92.3146,3,12,2,1,0,0,1,0,0,1,0,0,0,1,1
14,0.135118202,5,52.564,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
19,0.10985775,6,188.8214,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
6.635,0.027069402,9,174.9396,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
17.6,0.053397642,15,46.706,3,12,2,0,1,0,0,1,0,1,0,0,0,1,0
16.7,0.03858813,13,144.6102,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
17.75,0.156802171,4,242.1538,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
12.1,0.030188505,3,77.367,7,19,1,0,1,0,1,0,0,0,1,0,1,0,0
7.105,0.044991294,9,59.2562,3,12,2,0,0,1,1,0,0,1,0,0,0,1,0
17.25,0.053930934,4,171.5764,7,19,1,1,0,0,1,0,0,0,1,0,1,0,1
9.695,0.030413777,13,221.3114,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
16.85,0.080015028,13,111.8544,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
15.5,0.026355345,6,100.8332,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
19.6,0.039638705,13,166.0526,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
14.1,0.126035694,6,86.4198,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
19.35,0.033082215,10,172.5738,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
7.785,0.139436695,4,103.0306,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
11.8,0.11350542,14,186.8924,9,22,1,1,0,0,1,0,0,1,0,1,0,0,1
16.7,0.103849783,13,58.8562,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
15.6,0.142986863,2,130.3994,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
8.575,0.023934398,14,105.828,7,19,1,1,0,0,1,0,0,0,1,0,1,0,0
8.85,0.053822086,6,183.8292,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
13.1,0.021184746,11,189.553,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
17.7,0.01161096,5,95.041,6,17,1,0,1,0,1,0,0,0,1,0,1,0,0
13.1,0.012167988,11,190.253,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
15,0.058485617,13,44.7744,9,22,1,0,1,0,1,0,0,1,0,1,0,0,0
9.3,0.042930789,6,88.5172,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
20.35,0.068753558,9,127.9678,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
15.7,0.074083388,0,253.3724,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
13,0.041994899,9,254.7014,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
7.975,0.014653896,0,82.425,9,22,1,0,1,0,1,0,0,1,0,1,0,0,0
11.3,0.007321067,10,197.7426,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
20.25,0.076470697,4,196.1794,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
11.35,0.04324563,6,199.4742,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
15.6,0.13575135,0,111.5544,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
5.615,0.210511558,8,121.373,0,23,0,0,0,1,1,0,0,0,1,0,0,1,0
16.85,0.133385398,13,109.8544,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
9.395,0.039961837,11,84.0908,8,24,1,0,0,1,1,0,0,0,1,1,0,0,0
7.55,0.03107068,6,122.4072,3,12,2,0,1,0,0,1,0,1,0,0,0,1,0
5.785,0.053802405,6,85.9856,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
18.85,0.042614361,3,255.333,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
12.15,0.018514652,5,252.7698,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
5.73,0.05190652,14,188.1898,7,19,1,1,0,0,1,0,0,0,1,0,1,0,1
10.8,0.172309903,10,98.2042,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
18.25,0.18329488,4,111.657,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
7.895,0.107110465,2,55.5588,4,36,0,0,1,0,0,1,0,0,1,1,0,0,0
9.1,0.174827835,0,127.2362,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
6.38,0.031898175,4,177.4344,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
8.71,0.120663214,3,95.6778,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
11.5,0.017556795,8,129.9626,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
10.65,0.085135953,13,232.3668,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
12.6,0.021951613,6,250.9092,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
17.7,0.153741385,4,182.6292,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
12.5,0.081684728,6,92.3488,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
15.5,0.125687917,6,178.2028,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
11.85,0.132876847,4,98.0726,9,22,1,1,0,0,1,0,0,1,0,1,0,0,1
17.5,0.007538459,4,144.2102,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
14.7,0.072238195,6,47.5034,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
16.35,0.062411404,6,225.9062,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
15.2,0.091745951,13,229.0352,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
7.905,0.010053105,13,249.0408,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
9.285,0.020989132,13,158.6578,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
17.7,0.012540003,9,167.0474,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
6.135,0.138269873,14,111.686,4,36,0,1,0,0,1,0,0,0,1,1,0,0,0
13.6,0.043646901,6,155.7946,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
15.5,0.02536567,0,82.7934,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
14.7,0.021005399,7,144.5128,3,12,2,1,0,0,1,0,0,1,0,0,0,1,1
16.7,0.062297249,13,60.6562,3,12,2,0,1,0,0,1,0,1,0,0,0,1,0
7.855,0.053930934,0,38.1848,4,36,0,0,1,0,0,1,0,0,1,1,0,0,0
19,0.065621523,6,186.5214,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
11.395,0.017295906,8,47.1034,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
18.7,0.026450779,0,124.902,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
7.905,0.064011067,7,230.2694,1,34,1,1,0,0,1,0,1,0,0,0,0,1,1
18,0.01548171,8,159.3604,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
16.25,0.049051717,6,152.4682,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
8.26,0.032625074,14,124.673,2,14,1,1,0,0,0,1,0,0,1,0,1,0,1
12.15,0.037864854,10,63.0826,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
5.785,0.038749536,6,262.0252,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
20,0.034340926,0,45.4086,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
7.05,0.055644887,1,224.9088,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
15.6,0.143396175,2,128.0994,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
20.5,0.032762495,9,40.0822,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
18.85,0.053930934,7,162.0578,6,17,1,1,0,0,1,0,0,0,1,0,1,0,1
20.5,0.144094079,9,34.819,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
7.1,0.110633958,6,173.808,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
7.5,0.053930934,9,59.2588,9,22,1,0,0,1,1,0,0,1,0,1,0,0,0
7.725,0.047782959,3,249.1092,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
12.35,0.18614827,0,78.2328,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
19.1,0.177545624,9,172.4422,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
5.03,0.008604657,9,123.1756,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
13.5,0.160044589,6,145.4102,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
14.8,0.043856919,1,109.057,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
15.7,0.030697825,7,42.877,6,17,1,1,0,0,1,0,0,0,1,0,1,0,1
8.3,0.03532494,6,38.9506,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
19.35,0.016611475,5,122.0098,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
16,0.040911824,13,141.2496,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
13.1,0.075563757,4,168.1158,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
21.35,0.136119549,6,94.1094,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
18,0.03901099,13,147.7418,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
14.85,0.035400659,6,161.9578,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
7.145,0.017783501,5,159.4578,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
20.1,0.022552083,6,226.6036,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
8.945,0.088002959,4,261.391,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
6.525,0.090806457,9,86.4882,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
16.5,0.012657494,8,36.3506,9,22,1,0,0,1,1,0,0,1,0,1,0,0,0
6.615,0.093574769,4,199.4426,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
20.2,0.117839328,0,195.211,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
9.5,0.048761223,15,186.5898,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
14.65,0.083528446,9,162.4552,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
6.175,0.179806961,10,95.2752,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
16.2,0.128397995,5,178.337,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
13.8,0.064153845,6,76.9012,1,34,1,0,1,0,0,1,1,0,0,0,0,1,0
8.01,0.070533748,7,34.2532,3,12,2,1,0,0,1,0,0,1,0,0,0,1,0
12.6,0.055213281,0,172.4764,4,36,0,0,1,0,0,1,0,0,1,1,0,0,0
17.85,0.011233126,13,211.556,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
7.785,0.038288087,6,103.1964,3,12,2,0,1,0,0,1,0,1,0,0,0,1,0
15.6,0.037680711,13,123.7704,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
9.395,0.100966837,0,86.8856,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
10,0.037757166,13,126.7994,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
7.475,0.013120028,9,217.6192,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
14.6,0.059732844,11,241.2538,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
12.3,0.076987408,9,247.946,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
17.1,0.032470108,5,148.9392,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
5.8,0.130321652,4,88.7172,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
20.1,0.034848629,9,118.6782,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
12.85,0.108102606,6,233.3642,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
